"views","likes","dislikes","comment_count","publish_year","publish_month","publish_day","trending_year","trending_month","trending_day","title","Like_View_Ratio","days_from_pub_to_trend"
1439575,65848,1303,9730,2018,3,13,2018,3,16,"Film & Animation",0.0457412778076863,3
575434,29299,514,1749,2017,11,13,2017,11,17,"Film & Animation",0.0509163518318348,4
1360918,38514,825,4070,2018,2,15,2018,2,17,"Film & Animation",0.0283000151368415,2
1539248,63272,4694,12064,2018,5,6,2018,5,8,"Film & Animation",0.0411057867218278,2
1114370,21297,7832,2305,2018,4,16,2018,4,19,"Film & Animation",0.0191112467133896,3
911070,13152,877,1480,2018,3,27,2018,3,29,"Film & Animation",0.0144357733214791,2
13942445,212387,3925,16102,2018,2,5,2018,2,9,"Film & Animation",0.0152331244627467,4
555314,16935,181,406,2017,11,27,2017,11,30,"Film & Animation",0.0304962597737496,3
1662159,78245,1101,7317,2017,11,27,2017,11,28,"Film & Animation",0.0470743171982945,1
775577,59932,426,7480,2017,12,1,2017,12,3,"Film & Animation",0.0772740811034881,2
871069,51082,1072,4970,2018,5,8,2018,5,9,"Film & Animation",0.0586428859252252,1
1765874,18376,4626,1771,2018,3,21,2018,3,26,"Film & Animation",0.0104061784702646,5
9020624,158042,4379,7590,2017,12,19,2017,12,22,"Film & Animation",0.0175200739993153,3
1202073,14661,301,567,2018,5,12,2018,5,15,"Film & Animation",0.0121964306660244,3
3508559,215060,3551,49608,2018,1,21,2018,1,26,"Film & Animation",0.0612958197368207,5
691632,7968,391,1031,2018,3,24,2018,3,27,"Film & Animation",0.0115205774168922,3
2891141,217540,4522,18079,2018,2,10,2018,2,12,"Film & Animation",0.0752436494795653,2
704126,17689,419,2535,2018,4,17,2018,4,19,"Film & Animation",0.0251219242010663,2
3141764,57674,3729,9991,2018,3,5,2018,3,6,"Film & Animation",0.0183572031508414,1
520049,28187,452,1607,2017,11,13,2017,11,16,"Film & Animation",0.0542006618607093,3
1361565,48414,937,5129,2018,5,29,2018,5,31,"Film & Animation",0.0355576120126472,2
4367100,132622,3607,17711,2018,2,6,2018,2,10,"Film & Animation",0.0303684367200201,4
890400,24494,1145,3960,2017,12,7,2017,12,9,"Film & Animation",0.0275089847259659,2
780860,18994,405,2203,2018,3,13,2018,3,15,"Film & Animation",0.0243244627718157,2
1010777,29573,888,4167,2018,4,5,2018,4,7,"Film & Animation",0.0292576898762041,2
764020,24167,1310,3979,2018,1,28,2018,1,29,"Film & Animation",0.0316313709065208,1
2283224,168167,1003,27341,2018,2,18,2018,2,21,"Film & Animation",0.073653307778825,3
835384,76637,673,4822,2018,2,24,2018,2,26,"Film & Animation",0.0917386495312335,2
1567250,54461,2237,17480,2018,5,22,2018,5,24,"Film & Animation",0.0347494018184718,2
2911713,247647,7615,34728,2018,2,21,2018,2,23,"Film & Animation",0.0850519951657323,2
660911,23622,3145,4170,2018,5,1,2018,5,2,"Film & Animation",0.0357415748867851,1
1648893,73815,2993,14230,2018,2,27,2018,2,28,"Film & Animation",0.0447663978196281,1
1818967,34310,1976,3079,2018,4,6,2018,4,7,"Film & Animation",0.0188623542922989,1
2659079,74826,4475,12444,2018,2,1,2018,2,3,"Film & Animation",0.0281398183355966,2
1575947,62264,2677,9386,2018,3,7,2018,3,9,"Film & Animation",0.0395089428768861,2
1351046,33596,496,4344,2017,11,14,2017,11,17,"Film & Animation",0.0248666588702383,3
2008546,68231,1761,8610,2018,3,6,2018,3,8,"Film & Animation",0.0339703447170242,2
616709,10696,422,1783,2018,5,5,2018,5,7,"Film & Animation",0.0173436742450653,2
1688949,18261,1386,646,2017,12,17,2017,12,19,"Film & Animation",0.0108120493869264,2
16956791,449649,57838,26941,2018,3,1,2018,3,6,"Film & Animation",0.0265173404566937,5
4427381,96391,5508,12726,2018,6,13,2018,6,14,"Film & Animation",0.0217715620137503,1
1475784,6612,348,570,2018,5,12,2018,5,21,"Film & Animation",0.00448033045486331,9
3737885,141581,8927,6264,2018,6,11,2018,6,13,"Film & Animation",0.0378773022712042,2
1401795,37755,1527,4970,2017,12,14,2017,12,17,"Film & Animation",0.0269333247728805,3
770478,18565,438,2482,2017,11,16,2017,11,18,"Film & Animation",0.024095431667095,2
528802,9828,375,1007,2017,11,19,2017,11,20,"Film & Animation",0.0185854062579188,1
1358606,7482,1052,1430,2018,5,14,2018,5,18,"Film & Animation",0.00550711538150133,4
10096037,286378,7048,34565,2018,2,15,2018,2,16,"Film & Animation",0.0283653873297017,1
2993235,135822,6208,19539,2017,12,30,2018,1,1,"Film & Animation",0.04537632360974,6
1050955,29657,753,2959,2018,5,29,2018,5,31,"Film & Animation",0.0282190959650984,2
1054594,27044,704,4197,2018,1,9,2018,1,12,"Film & Animation",0.0256439919058899,3
1426193,87615,2116,23642,2018,1,13,2018,1,15,"Film & Animation",0.0614327794344805,2
16462484,272644,12087,49894,2018,2,28,2018,3,6,"Film & Animation",0.0165615346991377,8
793324,23479,828,2027,2018,2,1,2018,2,2,"Film & Animation",0.0295957263362762,1
2520002,60434,1797,6586,2018,1,16,2018,1,19,"Film & Animation",0.0239817269986294,3
4532571,34141,5033,12277,2017,12,8,2017,12,10,"Film & Animation",0.00753236959774044,2
1485609,65016,1747,7996,2017,11,26,2017,11,30,"Film & Animation",0.0437638705742897,4
707518,33050,423,3704,2018,2,1,2018,2,2,"Film & Animation",0.0467125924711456,1
1727208,34525,4081,8022,2018,1,23,2018,1,27,"Film & Animation",0.0199889069527237,4
17613871,369520,7892,45240,2017,11,18,2017,11,22,"Film & Animation",0.0209789205337089,4
2493439,58276,2835,4510,2017,11,28,2017,12,2,"Film & Animation",0.0233717367860212,4
744776,4319,421,859,2018,3,16,2018,3,17,"Film & Animation",0.00579905904594133,1
1229105,2481,1298,281,2018,5,7,2018,5,9,"Film & Animation",0.00201854194718922,2
949272,27761,753,2265,2018,3,14,2018,3,15,"Film & Animation",0.0292445157973689,1
6406289,133832,5261,16964,2018,3,6,2018,3,10,"Film & Animation",0.0208907216018509,4
1654919,142887,4073,14674,2018,1,13,2018,1,14,"Film & Animation",0.0863407816334213,1
751352,8816,599,1560,2018,5,19,2018,5,22,"Film & Animation",0.0117335150502028,3
1132801,54491,3691,12134,2018,2,20,2018,2,21,"Film & Animation",0.0481028883272525,1
3979891,151850,2378,8079,2017,11,15,2017,11,16,"Film & Animation",0.0381543112612883,1
533753,7563,1393,3621,2018,3,3,2018,3,6,"Film & Animation",0.0141694753940493,3
5071317,169349,24744,10602,2018,5,28,2018,5,30,"Film & Animation",0.0333934952202751,2
543329,7626,172,747,2017,12,19,2017,12,20,"Film & Animation",0.0140356947632098,1
1325804,81361,13553,12297,2017,11,29,2017,12,1,"Film & Animation",0.061367291092801,2
2110582,15604,1254,2177,2017,12,13,2017,12,14,"Film & Animation",0.00739322139580457,1
1767675,35101,2779,2671,2018,5,7,2018,5,8,"Film & Animation",0.0198571570000141,1
